program_id,name,description,tags_text
p_2443,Maps and the Geospatial Revolution,"Learn how advances in geospatial technology and analytical methods have changed how we do everything, and discover how to make maps and analyze geographic patterns using the latest tools.  The past decade has seen an explosion of new mechanisms for understanding and using location information in wid",Map ordered pair Cartography gis software Geographic Information System Scaling global positioning system thematic map Mapping Spatial Analysis data-science data-analysis
p_2444,Business English: Management and Leadership,"Are you a business executive or a manager who uses English in your career? Then you know that good business communication in English requires focus, vocabulary, and specific linguistic structures. In this course, you will follow along a recently promoted manager as she builds and leads her team to s",email writing Communication Business Communication Writing coaching language email leadership Leadership and Management english language language-learning learning-english
p_2445,Regression with Automatic Differentiation in TensorFlow,"In this 1.5 hour long project-based course, you will learn about constants and variables in TensorFlow, you will learn how to use automatic differentiation, and you will apply automatic differentiation to solve a linear regression problem. By the end of this project, you will have a good understandi",Tensorflow project Machine Learning Algorithms automatic differentiation linearity linear regression Calculus Python Programming Regression data-science machine-learning
p_2446,Using Python to Access Web Data,"This course will show how one can treat the Internet as a source of data.  We will scrape, parse, and read web data as well as access data using web APIs.  We will work with HTML, XML, and JSON data formats in Python.  This course will cover Chapters 11-13 of the textbook �Python for Everybody�. To ",parsing web api Python Programming regular expression web Computer Programming json xml web scraping application programming interfaces computer-science software-development
p_2447,Capstone Course: Start Up Your Fintech Future,"This is the final course in the Fintech Emerging Markets specialization. This course assumes you have completed the first three courses of this specialization. For this capstone project, you will need to prepare a business model canvas and pitch for your startup. This will involve identifying opport",cost sales presentation business plan project FinTech Peer Review Writing modeling business model canvas brainstorming business entrepreneurship
p_2448,"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems","In this anatomy course, part of the Anatomy Specialization, you�ll learn about the various digestive, endocrine, and reproductive organs, their functions, and pathways of nerves and blood vessels serving these organs. Clinical correlations and vignettes will be used to highlight the importance of th",growth hormone mammary gland hormone anatomy scrotum digestive system ovary glands pharynx gland life-sciences basic-science
p_2449,University Admission Prediction Using Multiple Linear Regression,"In this hands-on guided project, we will train regression models to find the probability of a student getting accepted into a particular university based on their profile. This project could be practically used to get the university acceptance rate for individual students using web application.   No",Standard Score modeling Coefficient Of Determination Regression linear regression Data Analysis Studentized Residual project Python Programming linearity data-science machine-learning
p_2450,Science Literacy,"Fake news or good science? In a world where we have access to unlimited information, it is hard to sift through the echo chamber of opinions fueled by emotions and personal biases, rather than scientific evidence. Science Literacy will teach you about the process of science, how to think critically,",scientific observation hypothesis science communication conservation biology health empirical research empirical evidence scientific method health law evidence-based practice life-sciences basic-science
p_2451,Electrodynamics: In-depth Solutions for Maxwell�s Equations,"This course is the fourth course in the Electrodynamics series, and is directly proceeded by Electrodynamics: Electric and Magnetic Fields.  Previously, we have learned about visualization of fields and solutions which were not time dependent.  Here, we will return to Maxwell's Equations and use the",energy Electrical Engineering lecture physics f.lux sources full configuration interaction chemistry windows metafile Chemical Engineering physical-science-and-engineering electrical-engineering
p_2452,Seeking Investment Alpha,"In this 1-hour long project-based course, you will learn how to use beta to compare stock�s exposure to the systematic risk and use alpha to quantify the investment�s return over the market return.   ATTENTION: To take this course, it is required that you are familiar basic financial risk management",seeks trading leadership systematic risk project Risk investment rate of return Finance stock business finance
p_2453,Foundations for Interviewing with Confidence,"This is Course 2 in the Salesforce Sales Development Representative Professional Certificate. In order to successfully complete the course, please ensure you have taken Course 1: Groundwork for Success in Sales Development.  The goal of this course is to prepare you to build your professional tech s",Salesforce Sales empathy exhibitions audience personal branding interview crowding standing ovation confidence business business-essentials
p_2454,Getting Started with Google Classroom,"By the end of this project, you will be ready to use Google Classroom to simplify teaching and learning with your class. Google Classroom is a �free and easy tool helping educators efficiently manage and assess progress, while enhancing connections with learners from school, from home, or on the go.",sign english language education Accounting schedule Communication process internet of things project mine Training social-sciences education
p_2455,Introduction to UI Design,"In this course, you will gain an understanding of the critical importance of user interface design. You will also learn industry-standard methods for how to approach the design of a user interface and key theories and frameworks that underlie the design of most interfaces you use today.  Through a s",usability user interface experience interfaces evaluation java annotation user interface design principle principles of user interface design User Experience computer-science design-and-product
p_2456,Building and analyzing linear regression model in R,"By the end of this project, you will learn how to build and analyse linear regression model in R, a free, open-source program that you can download. You will learn how to load and clean a real world dataset. Next, you will learn how to build a linear regression model and various plots to analyze the",linearity Machine Learning modeling Regression Analysis Summary Statistics linear regression R Programming Data Analysis Test Set Regression data-science machine-learning
p_2457,UI Design Capstone,"This Capstone Course for the UI Design Specialization is a group design project in which you will combine and demonstrate the user research, design/prototyping, and evaluation skills you've learned by designing the solution to one of a set of selected projects.",test plan no frills cognitive walkthrough evaluation i-deas user interface design user interface User Experience User Research heuristic evaluation computer-science design-and-product
p_2458,Customising your models with TensorFlow 2,"Welcome to this course on Customising your models with TensorFlow 2!  In this course you will deepen your knowledge and skills with TensorFlow, in order to develop fully customised deep learning models and workflows for any application. You will use lower level APIs in TensorFlow to develop complex ",process compiler modeling recurrent neural network Part-Of-Speech Tagging Deep Learning Tensorflow Time Series Artificial Neural Networks PyTorch data-science machine-learning
p_2459,Python for Data Science and AI,"Kickstart your learning of Python for data science, as well as programming in general, with this beginner-friendly introduction to Python. Python is one of the world�s most popular programming languages, and there has never been greater demand for professionals with the ability to apply Python funda",Python Programming python libraries analysis semantics Computer Programming syntax Data Analysis Pandas python syntax and semantics Numpy data-science data-analysis
p_2460,Python for Data Science and AI,"Kickstart your learning of Python for data science, as well as programming in general, with this beginner-friendly introduction to Python. Python is one of the world�s most popular programming languages, and there has never been greater demand for professionals with the ability to apply Python funda",Python Programming python libraries analysis semantics Computer Programming syntax Data Analysis Pandas python syntax and semantics Numpy data-science data-analysis
p_2461,Exploring Quantum Physics,"An introduction to quantum physics with emphasis on topics at the frontiers of research, and developing understanding through exercise.",physics classical mechanics astronomy acoustics materials homework tailored access operations interpretation lecture quantum mechanics physical-science-and-engineering physics-and-astronomy
p_2462,TensorFlow for AI: Neural Network Representation,"This guided project course is part of the ""Tensorflow for AI"" series, and this series presents material that builds on the first course of DeepLearning.AI TensorFlow Developer Professional Certificate, which will help learners reinforce their skills and build more projects with Tensorflow.  In this ",Training Deep Learning Tensorflow world file materials Artificial Neural Networks series a round project mine modeling ordered pair data-science machine-learning
p_2463,Regression Modeling in Practice,"This course focuses on one of the most important tools in your data analysis arsenal: regression analysis. Using either SAS or Python, you will begin with linear regression and then learn how to adapt when two variables do not present a clear linear relationship. You will examine multiple predictors",odds ratio Regression Confounding analysis Logistic Regression modeling regression diagnostics Data Analysis supply chain Regression Analysis data-science probability-and-statistics
p_2464,Approximation Algorithms Part I,"Approximation algorithms, Part I  How efficiently can you pack objects into a minimum number of boxes? How well can you cluster nodes so as to cheaply separate a network into components around a few centers? These are examples of NP-hard combinatorial optimization problems. It is most likely impossi",Algorithms approximation integer programming combinatorial optimization linear programming relaxation knapsack problem randomized rounding dynamic programming linear programming approximation algorithm computer-science algorithms
p_2465,Fundraising and Development Foundations,"In this course, you will gain an introduction to the basic terminology and concepts in the field, along with an overview of the development cycle from identification and cultivation through stewardship and recognition. You will learn how to develop a case for support, identify and assess prospective",Prospecting funds Planning fundraising process r&d management gift stewardship ordered pair interact business business-strategy
p_2466,Career Decisions: From Insight to Impact,"I am an adult developmental psychologist by training and a career counselor by trade, currently the Director of the Gordon Career Center at Wesleyan University in Connecticut. In this course, I draw from my decades of experience as well as research from the fields of psychology, organizational behav",psychology thought analysis paralysis Adult Education experience career counseling career personal identity career development counseling personal-development personal-development
p_2467,Evaluating Problems,The second course of the specialization EVALUATING PROBLEMS will show you how humans think and how to utilize different disciplinary approaches to tackle problems more effectively.  It advances your knowledge of your own field by teaching you to look at it in new ways.   EVALUATING PROBLEMS is const,Culture Problem Solving global ethics philosophy systems thinking evaluation lent thought history business leadership-and-management
p_2468,Business Opportunities and Risks in a Globalized Economy,"This is the last of the three courses part of the Globalization, Economic Growth and Stability Specialization.�Business Opportunities and Risks in a Globalized World� is the the 3rd and final course of the �Globalization, Economic Growth and Stability� Specialization taught by IE Business School's P",Economics internal devaluation economy balance of payments internality monetary policy Risk government debt india government budget balance social-sciences economics
p_2469,Accounting Analysis II: Accounting for Liabilities and Equity,"This course is the fourth course in a five-course Financial Reporting Specialization. This course focuses on the recognition, measurement and subsequent accounting for equity, pensions, share-based compensation and cash flows utilizing the FASB Accounting Standards Codification and other resources.",comprehensive income treasury stock Dividends common stock cost benefit analysis financial statement Accounting international financial reporting standards stock income business business-essentials
p_2470,Introduction to Docker: Build Your Own Portfolio Site,"In this 1-hour long project-based course on Introduction to Docker: Build your own portfolio website, you will learn how to use Docker on the command line and create your own portfolio website from a Bootstrap template in a Docker container. You will get to explore and demystify the Docker landscape",redis docker (software) software angularjs laravel HTML and CSS project html demos Angular information-technology cloud-computing
p_2471,Build an App in Android Studio using Resources,"In this project you will build an Android app with images, strings, and a string array that are saved as resources in the project (can be accessed by reference throughout the app). You will use the java programming language and will be given an explanation of the usefulness of using resources. In di",android studio java (software platform) upload project drop-down list Computer Programming Android Development download interfaces Java Programming computer-science mobile-and-web-development
p_2472,Explainable Machine Learning with LIME and H2O in R,"Welcome to this hands-on, guided introduction to Explainable Machine Learning with LIME and H2O in R. By the end of this project, you will be able to use the LIME and H2O packages in R for automatic and interpretable machine learning, build classification models quickly with H2O AutoML and explain a",statistical classification Random Forest Accuracy And Precision Natural Language Processing interpretation linear model Machine Learning linearity modeling approximation data-science machine-learning
p_2473,Valuation for Startups Using Discounted Cash Flows Approach,"Discounted cash flow method means that we can find firm value by discounting future cash flows of a firm. That is, firm value is present value of cash flows a firm generates in the future. In order to understand the meaning of present value, we are going to discuss time value of money, first. That i",cash flow bond valuation Microsoft Excel flow network Enterprise Value discounted cash flow Finance discounting perpetuity present value business finance
p_2474,"Programming Foundations with JavaScript, HTML and CSS","Learn foundational programming concepts (e.g., functions, for loops, conditional statements) and how to solve problems like a programmer. In addition, learn basic web development as you build web pages using HTML, CSS, JavaScript. By the end of the course, will create a web page where others can upl",HTML and CSS web page Javascript Web Development Computer Programming Web Design html HTML5 web CSS computer-science mobile-and-web-development
p_2475,The Science of Training Young Athletes,"Seventy percent of kids drop out of sports before their high school graduation. Only 15% leave because they feel they are not good enough. Almost 70% leave because they were not having fun, or due to problems with the coach. Injuries cause 30% to give up sports. This course is packed full of practic",adolescence Training Training Programs performance puberty sports youth endurance early childhood coaching personal-development personal-development
p_2476,The World of the String Quartet,"Arnold Steinhardt, first violin of the internationally acclaimed Guarneri String Quartet, invites music listeners to the world of the string quartet repertoire and ensemble. Journey with him and interpretive analysis instructor Mia Chung through the history and features of quartet music, colored by ",Art History language Innovation anguish music thought Drama death piano latex arts-and-humanities music-and-art
p_2477,A Law Student's Toolkit,"Whether you are an Advanced law student looking to review the basics, or an aspiring law student looking for head start, this course will help you build the foundation you will need to succeed in law school and beyond. This course will introduce you to terminology, concepts, and tools lawyers and le",Legal Analysis Legal Terminology law Writing family law analysis Business Law Legal Writing Legal Research Corporate Law social-sciences law
p_2478,Introduction to Applied Machine Learning,"This course is for professionals who have heard the buzz around machine learning and want to apply machine learning to data analysis and automation. Whether finance, medicine, engineering, business or other domains, this course will introduce you to problem definition and data preparation in a machi",Algorithms Machine Learning Algorithms Applied Machine Learning Test Set Machine Learning ordered pair Training Human Learning Deep Learning business requirements data-science machine-learning
p_2479,Whole genome sequencing of bacterial genomes - tools and applications,"This course will cover the topic of  Whole genome sequencing (WGS)  of bacterial genomes which is becoming more and more relevant for the medical sector.  WGS technology and applications are high on international political agenda, as the classical methods are being replaced by WGS technology and the",antimicrobials Bioinformatics analysis bacterial genome whole genome sequencing phylogenetics plasmid genomics antimicrobial resistance species life-sciences research
p_2480,Pattern Discovery in Data Mining,"Learn the general concepts of data mining along with basic methodologies and applications. Then dive into one subfield in data mining: pattern discovery. Learn in-depth concepts, methods, and applications of pattern discovery in data mining. We will also introduce methods for data-driven phrase mini",text mining spades (software) Sequential Pattern Mining apriori algorithm Pattern Recognition text corpus Algorithms lambda lifting a priori Data Mining data-science data-analysis
p_2481,Logic for Economists,"This course provides a very brief introduction to basic mathematical concepts like propositional and predicate logic, set theory, the number system, and proof techniques.  At the end of the course, students will be able to (1) detect the logical structure behind simple puzzles (2) be able to manipul",set theory Economics hypothesis theory law economy mathematical economics Calculus logic probability interpretation (logic) math-and-logic math-and-logic
p_2482,Machine Learning:  Predict Poisonous Mushrooms using a Random Forest Model and the FFTrees Package in R,"In this 1-hour long project-based course, you will learn how to complete a training and test set using an R function, practice looking at data distribution using R and ggplot2, Apply a Random Forest model to the data using the FFTrees package in R, and examine the results using a Confusion Matrix.  ",Bar Chart ggplot2 iOS Development Dependent And Independent Variables randomness business analytics Chart Machine Learning financial modeling project data-science data-analysis
p_2483,Physical Basics of Quantum Computing,"Quantum information and quantum computations is a new, rapidly developing branch of physics that has arisen from quantum mechanics, mathematical physics and classical information theory. Significant interest in this area is explained by the great prospects that will open upon the implementation of i",quantum teleportation information theory quantum mechanics density matrix computational chemistry error detection and correction quantum computing qubit physics tailored access operations physical-science-and-engineering physics-and-astronomy
p_2484,Introduction to CSS3,"The web today is almost unrecognizable from the early days of white pages with lists of blue links.  Now, sites are designed with complex layouts, unique fonts, and customized color schemes.   This course will show you the basics of Cascading Style Sheets (CSS3).  The emphasis will be on learning ho",Style Sheets css box model HTML and CSS modeling Web Design Web Development CSS style sheet (web development) web html computer-science mobile-and-web-development
p_2485,Neural Network Visualizer Web App with Python,"In this 2 hour long project-based course, you will learn to create a Neural Network Visualizer web application using Streamlit, and a simple model server using Keras and Flask. You will also use Keras to train a Neural Network model, and use Keras' functional API to create a model with multiple outp",Machine Learning application programming interfaces flask web modeling project Artificial Neural Networks Python Programming web application Keras data-science machine-learning
p_2486,Supply Chain Management Strategy,Have you ever wondered what it takes to manage a successful supply chain? It all comes down to the right strategy. Supply Chain Management Strategy is the indispensable direction for managing a successful supply chain.  This course is the capstone of the Supply Chain Management specialization. While,Strategy Supply Chain Planning chaining supply chain supply chain management Planning Leadership and Management Operations Management Supply Chain Strategy sources business business-strategy
p_2487,Statistical Data Visualization in Python,"In this two-hour long project-based course, you will learn Statistical Data Visualization techniques in Python. By the end of this project, you will have applied basic statistics and created statistical plots and charts using Seaborn, Plotly, and Matplotlib.  This class is for learners who want to u",project mine Chart project Computer Graphics Plotly Python Programming Statistical Visualization General Statistics Machine Learning Data Visualization data-science data-analysis
p_2488,The Importance of Listening,"In this second MOOC in the Social Marketing Specialization - ""The Importance of Listening"" - you will go deep into the Big Data of social and gain a more complete picture of what can be learned from interactions on social sites. You will be amazed at just how much information can be extracted from a",media market social media marketing Social Media Social Media Tools influencer marketing Marketing social marketing analytics listening market (economics) business marketing
p_2489,Site Reliability Engineering: Measuring and Managing Reliability,"This course teaches the theory of Service Level Objectives (SLOs), a principled way of describing and measuring the desired reliability of a service. Upon completion, learners should be able to apply these principles to develop the first SLOs for services they are familiar with in their own organiza",DevOps use error specification (technical standard) it service management User Experience Type I And Type Ii Errors safety engineering site reliability engineering reliability engineering Risk information-technology cloud-computing
p_2490,Statistics with R Capstone,The capstone project will be an analysis using R that answers a specific scientific/business question provided by the course team. A large and complex dataset will be provided to learners and the analysis will require the application of a variety of methods and techniques introduced in the previous ,R Programming Econometrics Regression rstudio Bayesian analysis Bayesian Statistics General Statistics Data Analysis modeling data-science probability-and-statistics
p_2491,Fundamentals of Rehearsing Music Ensembles,"Learn and practice the basic principles of running an effective music ensemble rehearsal.  Techniques and strategies are applicable to a variety of ensembles, including bands, orchestras, choirs, and chamber groups.",utility harmony Communication i-deas ordered pair baton music chord piano Strategy arts-and-humanities music-and-art
p_2492,Develop a Company Website with Wix,"By the end of this project, you will create a high-quality website with Wix. Wix is a free program that helps you design and build your own personalized website. This project will teach you how to maximize the design features of Wix to create a business website. Wix can help you to create a professi",project web maximization (psychology) brand E-Commerce Digital Marketing search engine optimization technical support Project Management Web Design business marketing
p_2493,Marketing: Customer Needs and Wants,Understanding who your customers are and what they need and want is at the heart of successful marketing strategies. In this course you will explore how to identify and classify customers and the different methods that marketing professionals use to shed light on how they make purchase decisions.  T,pricing brand Channel Management Target Market Leadership and Management customer experience credit cards market (economics) value proposition Marketing business business-strategy
p_2494,Population Health: Syndemics,"Do you wish to contribute to breaking cycles of ill-health in disadvantaged populations? And explore co-occurrence of diseases, such as substance abuse, infectious and chronic disease, and the relation with social factors (disparities)? Are you disappointed in the poor effectiveness of interventions",health indicator interact syndemic comorbidity entry point biology qualitative research observation process interview life-sciences public-health
p_2495,Words Spun Out of Images: Visual and Literary Culture in Nineteenth Century Japan,"In their ambition to capture �real life,� Japanese painters, poets, novelists and photographers of the nineteenth century collaborated in ways seldom explored by their European contemporaries. This course offers learners the chance to encounter and appreciate behavior, moral standards and some of th",photography history japanese language Culture illustration art Poetry Writing Art History corporate spin-off spins arts-and-humanities music-and-art
p_2496,Fundamentals of Engineering Exam Review,"The purpose of this course is to review the material covered in the Fundamentals of Engineering (FE) exam to enable the student to pass it.  It will be presented in modules corresponding to the FE topics, particularly those in Civil and Mechanical Engineering.  Each module will review main concepts,",flow network Permutations Mechanical Engineering hydraulics fluid mechanics beam robotics Differential Equations Civil Engineering torque Manometers physical-science-and-engineering mechanical-engineering
p_2497,Linear Regression with Python,"In this 2-hour long project-based course, you will learn how to implement Linear Regression using Python and Numpy. Linear Regression is an important, fundamental concept if you want break into Machine Learning and Deep Learning. Even though popular machine learning frameworks have implementations o",Python Programming Deep Learning R Programming mathematical optimization Regression Gradient Computer Programming linear regression linearity Machine Learning data-science machine-learning
p_2498,Demand Analytics,"Welcome to Demand Analytics - one of the most sought-after skills in supply chain management and marketing!  Through the real-life story and data of a leading cookware manufacturer in North America, you will learn the data analytics skills for demand planning and forecasting. Upon the completion of ",Demand Forecasting supply chain analytics demand analytics supply chain seasonality Categorical Variable Forecasting Demand Planning analysis business business-essentials
p_2499,Change Leadership: Strategic Route Analysis with Miro,"By the end of this guided project, you will be fluent in creating a change implementation model using Route Analysis for a hands-on example. This will equip you with a systemic implementation framework for change that can be utilised in professional and personal life.   Change happens all the time, ",leadership Innovation Planning Change Management empowerment business case modeling personal advertisement Mapping project business business-strategy
p_2500,From Brand to Image: Creating High Impact Campaigns That Tell Brand Stories,"There are many different ways to approach clients to assess their needs and develop creative campaigns which fulfill your creative desires. Many agencies have established methodology, terminology and processes, and oftentimes, have spent decades or even years developing these processes. However, whe",brand Advertising logo photography Brand Management Marketing unique selling proposition sales presentation brand marketing positioning (marketing) business marketing
p_2501,Risk governance: Engage the board,All organisations must grapple with fundamental issues at the heart of governance: who are our stakeholders? What are their objectives? How can we ensure these objectives are met as effectively as possible? How can we ensure all legitimate stakeholders are treated fairly? Via structured learning act,international finance Risk Management Risk corporate governance leadership Communication orchard enterprise risk management management process risk management framework business leadership-and-management
p_2502,Design Thinking and Predictive Analytics for Data Products,"This is the second course in the four-course specialization Python Data Products for Predictive Analytics, building on the data processing covered in Course 1 and introducing the basics of designing predictive models in Python. In this course, you will understand the fundamental concepts of statisti",Logistic Regression supervised learning gradient descent Gradient statistical classification Categorical Variable Machine Learning Regression Missing Data analysis data-science data-analysis
p_2503,Deep Learning Inference with Azure ML Studio,"In this project-based course, you will use the Multiclass Neural Network module in Azure Machine Learning Studio to train a neural network to recognize handwritten digits. Microsoft Azure Machine Learning Studio is a drag-and-drop tool you can use to rapidly build and deploy machine learning models ",web service inference Deep Learning web application Experiment interfaces Machine Learning Network Model web Python Programming data-science machine-learning
p_2504,Project Management: Creating the WBS,"In this guided project you will learn how to build a WBS for your project.  You will decompose your project into the main elements, then further decompose those into even smaller, more manageable pieces of work.  As we decompose our project into smaller elements, we will be using decomposition rules",Leadership and Management Project Management deliverable delegation schedule estimation (project management) Microsoft Excel organizing (management) decomposition project business business-essentials
p_2505,Approximation Algorithms,"Many real-world algorithmic problems cannot be solved efficiently using traditional algorithmic tools, for example because the problems are NP-hard. The goal of this course is to become familiar with important algorithmic concepts and techniques needed to effectively deal with such problems. These t",relative change and difference approximation algorithm heuristic hindley milner type system polynomial-time approximation scheme Algorithms load balancing Polynomial linear programming approximation computer-science algorithms
p_2506,Analyzing Video with OpenCV and NumPy,"In this one hour long project-based course, you will learn the basics of reading, analyzing and writing video using Python, NumPy and OpenCV.  We will be working with a short documentary film which is in the public domain, so we are free to download and manipulate it.  We will read in the video data",opencv c dynamic memory allocation internet Framing Python Programming display devices pixel Software Engineering Numpy ipython computer-science software-development
p_2507,Fundamentals of Parallelism on Intel Architecture,This course will introduce you to the multiple forms of parallelism found in modern Intel architecture processors and teach you the programming frameworks for handling this parallelism in applications.  You will get access to a cluster of modern manycore processors (Intel Xeon Phi architecture) for ,Computer Architecture architecture simd parallel computing unified parallel c message passing memory automatic vectorization openmp message computer-science software-development
p_2508,Tinkering Fundamentals: Motion and Mechanisms,The Tinkering Fundamentals course will offer educators and enthusiasts an opportunity to develop a practice of tinkering and making.  We see tinkering as a serious endeavor�one that is generalizable across content and especially good at interweaving disciplines in a way that leads to complex project,discipline chaining pedagogy teaching child experience funds principle augmented assignment phenomenon personal-development personal-development
p_2509,Text Mining and Analytics,"This course will cover the major techniques for mining and analyzing text data to discover interesting patterns, extract useful knowledge, and support decision making, with an emphasis on statistical approaches that can be generally applied to arbitrary text data in any natural language with no or m",probability Topic Model Natural Language Processing modeling analysis Document Classification Mixture Model text mining analytics sentiment analysis data-science data-analysis
p_2510,Geodesign: Change Your World,"What happens when creativity and science come together?  The power to design our world is unleashed, providing tools to inform choices about how we live!  Geodesign is the glue�it�s a process that deploys creativity to connect information to people, using collaboration to better inform how we design",Geology Collaboration Urban Planning process Interior Design Geographic Information System Influencing lecture awareness Strategy physical-science-and-engineering environmental-science-and-sustainability
p_2511,Design of High-Performance Optical Systems,"This course can also be taken for academic credit as ECEA 5602, part of CU Boulder�s Master of Science in Electrical Engineering degree.  Optical instruments are how we see the world, from corrective eyewear to medical endoscopes to cell phone cameras to orbiting telescopes. This course extends what",focal (hp-41) order of approximation approximation system u optics algorithm prism (surveillance program) beam robotics physics mir:ror curvature physical-science-and-engineering electrical-engineering
p_2512,Introduction to Artificial Intelligence (AI),"In this course you will learn what Artificial Intelligence (AI) is, explore use cases and applications of AI, understand AI concepts and terms like machine learning, deep learning and neural networks. You will be exposed to various issues and concerns surrounding AI such as ethics and bias, & jobs, ",Machine Learning artificial general intelligence application domain ethics of artificial intelligence Human Learning language Artificial Neural Networks Computer Vision ethics Deep Learning data-science machine-learning
p_2513,Security Best Practices in Google Cloud,"This self-paced training course gives participants broad study of security controls and techniques on Google Cloud Platform.  Through recorded lectures, demonstrations, and hands-on labs, participants explore and deploy the components of a secure GCP solution, including Cloud Identity, the GCP Resou",key (cryptography) access control list data at rest authentication security encryption Software Security uniform resource locator System Software authorization information-technology cloud-computing
p_2514,Nursing Informatics Leaders,"In this course, we explore the AMIA Nursing Informatics History Project.  By the end of the module, you will understand the resources available that will be used in this course to learn about the first hand experiences, future vision, and lessons learned in becoming a nursing informatics pioneer.  C",leadership mentorship Leadership Development informatics experience research and development leadership style nursing nursing informatics Collaboration business leadership-and-management
p_2515,Getting Started on Mainframe with z/OS Commands and Panels,Getting Started with the IBM Mainframe with z/OS Commands and Panels is a mostly hands-on in an IBM Mainframe z/OS Environment. A total of seven labs will provide live access to an IBM Z server. The labs are designed to teach you the fundamental practical skills to navigate and work in a z/OS enviro,ibm cobol system call editing login display devices exercise command-line interface Mainframe find (command) ispf information-technology data-management
p_2516,"Probability Theory, Statistics and Exploratory Data Analysis","Exploration of Data Science requires certain background in probability and statistics. This course introduces you to the necessary sections of probability theory and statistics, guiding you from the very basics all way up to the level required for jump starting your ascent in Data Science.   The cor",Studentized Residual General Statistics probability theory Central Tendency probability probabilistic independence Random Variable Data Analysis covariance randomness math-and-logic math-and-logic
p_2517,Teaching the Violin and Viola: Creating a Healthy Foundation,"Join us as we explore the fundamental principles and early stages of teaching violin and viola through a series of engaging video lectures and lesson demonstrations, including: 1) Master classes with some of the world�s top string pedagogues, 2) Individual lesson demos of teaching violin/viola set u",hand Scaling adult icm registry child music group dynamics exercise Stroke posture arts-and-humanities music-and-art
p_2518,Chemerinsky on Constitutional Law - The Structure of Government,"This course will highlight the construction and interpretation of the U.S. Constitution through the centuries. You'll learn the history behind the Constitution, cases that formed important precedent, and how changes in interpretation have been dependent on shifts in cultural and political climate as",foreign policy federal reserve system authority constitution tax law law erisa law labour law undecidable problem semigroup action social-sciences law
p_2519,Nanophotonics and Detectors,"This course can also be taken for academic credit as ECEA 5606, part of CU Boulder�s Master of Science in Electrical Engineering degree.  Nanophotonics and Detectors Introduction This course dives into nanophotonic light emitting devices and optical detectors, including metal semiconductors, metal s",tailored access operations noise enabling materials Operations Management recommender systems homework e-nable electronics euler's totient function physical-science-and-engineering electrical-engineering
p_2520,Image Denoising Using AutoEncoders in Keras and Python,"In this 1-hour long project-based course, you will be able to: - Understand the theory and intuition behind Autoencoders - Import Key libraries, dataset and visualize images - Perform image normalization, pre-processing, and add random noise to images - Build an Autoencoder using Keras with Tensorfl",noise image processing Machine Learning grayscale noise reduction ordered pair Python Programming Test Set Autoencoder Tensorflow data-science machine-learning
p_2521,Introduction to Supply Chain Finance & Blockchain Technology,"What is Supply Chain Finance? How does Blockchain apply? In this course, you�ll learn about an emerging set of solutions within trade finance implemented by financial institutions, leading corporate buyers and their trading partners all over the world known as Supply Chain Finance. You�ll learn abou",FinTech supply chain BlockChain reason working capital chaining early adopter trade finance leverage (finance) Finance business business-strategy
p_2522,Global Health Diplomacy,"Having completed this course, learners will be able to: Describe and analyze the opportunities, challenges and limits of Global Health Diplomacy. Examine the diplomatic, financial, and geopolitical context that underlies global health decision-making. Explain the role of the many players in the spac",Problem Solving running animal health choice Human Learning Disease Management in situ prevention must bellman equation social-sciences governance-and-society
p_2523,"Global Postharvest Loss Prevention: Fundamentals, Technologies, and Actors","This course provides an overview of the issue of postharvest loss of grains by exploring essential physical, technical, and social dimensions of postharvest supply chains and loss prevention methods globally.  Each year, estimates suggest that 1/3 of all food produced is lost or wasted, making posth",hazard analysis and critical control points supply chain food security prevention global food technology food science agriculture chaining agricultural products physical-science-and-engineering environmental-science-and-sustainability
p_2524,Introductory Human Physiology,"In this course, students learn to recognize and to apply the basic concepts that govern integrated body function (as an intact organism) in the body's nine organ systems.",endocrinology organ system Human Learning biology physiology euler's totient function human biology biological anthropology homeostasis medicine life-sciences basic-science
p_2525,Creating a Personal Site with Gatsby,"In this 2-hour long project-based course, you will learn how to create a personal website with Gatsby.   You will:  1. Learn about the project structure of a Gatsby Project 2. Learn how to create and style layout templates for pages on our website 3. Learn how to publish our site on Netlify  This gu",personal advertisement javascript syntax Web Development pageable memory web project syntax project mine Javascript template processor computer-science mobile-and-web-development
p_2526,Discrete Math and Analyzing Social Graphs,"The main goal of this course is to introduce topics in Discrete Mathematics relevant to Data Analysis.  We will start with a brief introduction to combinatorics, the branch of mathematics that studies how to count. Basics of this topic are critical for anyone working in Data Analysis or Computer Sci",categorization Discrete Mathematics Mathematics graphs probability randomness Graph Theory probability theory Combinatorics experiment (probability theory) math-and-logic math-and-logic
p_2527,"Compare Inline, Internal, and External CSS","In this intermediate-level course you will explore and compare three methods of applying CSS (Cascading Stylesheets) styles to HTML to visually enhance a website. While HTML provides web page content, it is CSS that can turn simple text and images into a stunning website. As you compare and practice",ordered pair CSS internality html display devices syntax web menu bar externality web page computer-science mobile-and-web-development
p_2528,Data Visualization with Python,"Visualizing data is used by virtually every discipline these days. It is used for analyzing web traffic to determine peak server load, growth and death rate of populations for biological analysis, analyzing weather patterns over time, stock market trends, and so on. Simply put, Data Visualization br",Heat Map Correlation And Dependence project Deep Learning numbers (spreadsheet) Data Visualization web c++ Python Programming graphs computer-science software-development
